"","long","lat","prec","temp","pres","rh","uwind","vwind"
"46094",-74.0122737462433,44.5531122379872,1.44800412654877,277.939636230469,96579.5703125,76.027099609375,4.54633522033691,0.892248392105103
"46095",-73.645271706465,44.4283112295877,0.518316566944122,277.112487792969,98892.0703125,65.6911697387695,4.05707740783691,1.4039671421051
"46096",-73.2799834514045,44.3022483458048,0.846441626548767,279.466979980469,98604.5703125,74.816162109375,3.59321045875549,1.9156858921051
"46097",-72.9164143086296,44.1749338529392,1.51050412654877,278.951354980469,97142.0703125,75.425537109375,3.60199952125549,1.8981077671051
"46098",-72.5545692307348,44.0463780551008,1.90112912654877,278.603698730469,96929.5703125,74.058349609375,3.11567115783691,2.4430296421051
"46099",-72.1944528006551,43.9165912921156,1.01831662654877,278.393737792969,97017.0703125,73.152099609375,2.56000709533691,2.9703733921051
"46100",-71.8360692370688,43.7855839374605,0.221441581845284,278.169128417969,97017.0703125,70.8474197387695,2.57367897033691,2.9596312046051
"46101",-71.4794223998806,43.6533663962248,0.0495665855705738,278.285339355469,98179.5703125,69.0036697387695,2.03071022033691,3.3961546421051
"46102",-71.1245157957795,43.5199491030998,0.0573790855705738,278.805847167969,98917.0703125,68.6442947387695,1.1684056520462,4.10318565368652
"46103",-70.7713525838636,43.3853425203966,0.0573790855705738,279.591003417969,100517.0703125,69.3396072387695,1.5756322145462,3.9244749546051
"46323",-124.348428054501,48.0478100064085,0.00269158557057381,282.585144042969,99354.5703125,85.144287109375,-5.38725852966309,2.6549437046051
"46324",-123.924352373906,48.1140807312414,0.0105040855705738,277.250183105469,94892.0703125,72.167724609375,-5.62749290466309,1.9313108921051
"46327",-122.645558608874,48.3031907625003,0.00269158557057381,283.200378417969,102004.5703125,82.831787109375,-6.04350852966309,0.165685892105103
"46328",-122.217183855894,48.362972307126,0.0105040855705738,283.200378417969,100342.0703125,82.831787109375,-6.03960227966309,0.531896829605103
"46329",-121.787794377994,48.421116098877,0.00269158557057381,279.642761230469,94804.5703125,73.456787109375,-6.25249290466309,-0.167321920394897
"46330",-121.357414968319,48.477616243753,0.0183165855705738,275.405456542969,89179.5703125,73.097412109375,-6.44487571716309,-1.1614625453949
"46331",-120.926070796649,48.532466996052,0.0105040855705738,275.405456542969,85204.5703125,73.097412109375,-6.45268821716309,-0.839196920394897
"46332",-120.493787402401,48.5856627604456,0.00269158557057381,270.999206542969,83392.0703125,56.4724197387695,-6.63237571716309,-1.4641969203949
"46333",-120.060590687294,48.6371980940148,0.0339415855705738,270.620300292969,84579.5703125,41.2614822387695,-6.63335227966309,-1.4524781703949
"46334",-119.626506907684,48.6870677082435,0.00269158557057381,270.620300292969,88329.5703125,41.2614822387695,-6.79057884216309,-1.9593141078949
"46335",-119.191562666568,48.7352664709702,0.00269158557057381,273.440612792969,89504.5703125,43.5505447387695,-7.02104759216309,-2.2434937953949
"46336",-118.755784905271,48.7817894082937,0.00269158557057381,274.274597167969,88904.5703125,45.9411697387695,-7.02495384216309,-2.2288453578949
"46337",-118.319200894807,48.8266317064317,0.00269158557057381,273.641784667969,88104.5703125,47.1052322387695,-7.28178977966309,-2.3782594203949
"46338",-117.881838226928,48.8697887135321,0.00269158557057381,276.537292480469,89467.0703125,50.6286697387695,-7.28764915466309,-2.3645875453949
"46339",-117.443724804873,48.9112559414322,0.00269158557057381,275.824401855469,88167.0703125,55.1521072387695,-7.52983665466309,-2.4934937953949
"46340",-117.004888833801,48.9510290673672,0.00269158557057381,274.132995605469,85904.5703125,52.2692947387695,-7.83647727966309,-2.6624391078949
"46384",-97.4431430015086,48.9898230848398,0.494879096746445,289.824401855469,97054.5703125,68.3864822387695,-4.49956321716309,0.0436155796051025
"46385",-97.0035998467336,48.9517810800564,0.549566626548767,289.824401855469,97079.5703125,68.3864822387695,-3.68120360374451,-0.0813844203948975
"46386",-96.5647501901434,48.9120407389303,0.440191596746445,289.924987792969,97129.5703125,70.1208572387695,-3.18803954124451,-0.332360982894897
"46387",-96.1266225345157,48.8706062139296,0.221441581845284,290.013854980469,97154.5703125,72.425537109375,-3.18999266624451,-0.324548482894897
"46388",-95.6892450907504,48.8274818246062,0.604254066944122,290.013854980469,96454.5703125,72.425537109375,-2.76128172874451,-0.541345357894897
"46389",-95.2526457680112,48.7826720559416,0.573004126548767,289.281433105469,96229.5703125,73.831787109375,-2.87944579124451,-0.283532857894897
"46390",-94.8168521641609,48.736181556641,1.29175412654877,288.318542480469,96617.0703125,72.073974609375,-2.54643797874451,-0.666345357894897
"46391",-94.3818915564983,48.6880151373737,6.53394174575806,287.818542480469,96117.0703125,76.988037109375,-2.36675071716309,-0.712243795394897
"46392",-93.9477908928025,48.6381777689638,8.7448787689209,287.617370605469,96142.0703125,76.058349609375,-2.31694602966309,-0.591150045394897
"46394",-93.0822754892951,48.5335108575902,12.4089412689209,285.891784667969,96254.5703125,79.730224609375,-2.05132102966309,-0.602868795394897
"46438",-75.2919899051183,44.6547740260681,1.37769150733948,279.994323730469,99767.0703125,79.120849609375,5.22602272033691,-0.0618531703948975
"46439",-74.9213434509664,44.5344619161835,2.18237900733948,278.156433105469,97267.0703125,77.019287109375,4.85297584533691,0.430334329605103
"46440",-74.5523692267714,44.4128624761367,2.69019150733948,278.308776855469,95617.0703125,78.144287109375,4.52485084533691,0.993810892105103
"46441",-74.185073778389,44.2899857479369,2.52612900733948,275.849792480469,93617.0703125,75.284912109375,3.86469483375549,1.7623655796051
"46442",-73.8194632683868,44.1658418182201,1.65112912654877,275.849792480469,94829.5703125,75.284912109375,4.14008522033691,1.5504515171051
"46443",-73.4555434808491,44.0404408161059,0.713629066944122,278.661315917969,96967.0703125,73.855224609375,3.43500733375549,2.2984983921051
"46444",-73.0933198262921,43.9137929110789,1.36987912654877,277.378112792969,96542.0703125,69.7927322387695,2.92035865783691,2.8639280796051
"46445",-72.7327973466813,43.7859083108951,1.99487912654877,277.378112792969,96379.5703125,69.7927322387695,3.27875733375549,2.7096312046051
"46446",-72.3739807205446,43.6567972595145,2.44019150733948,278.285339355469,97042.0703125,71.394287109375,2.39594459533691,3.3229124546051
"46447",-72.0168742681743,43.526470035059,0.698004066944122,278.473815917969,97417.0703125,68.6208572387695,1.8871556520462,3.7750608921051
"46448",-71.6614819569102,43.3949369477979,0.0339415855705738,278.473815917969,98329.5703125,68.6208572387695,1.9057103395462,3.7662718296051
"46449",-71.3078074064979,43.2622083381587,0.0495665855705738,278.598815917969,99017.0703125,64.9333572387695,1.4437962770462,4.29361534118652
"46450",-70.9558538945154,43.1282945747668,0.0417540855705738,279.591003417969,100654.5703125,69.3396072387695,1.0277806520462,4.70181846618652
"46671",-124.248957719495,47.7638072586952,0.00269158557057381,283.900573730469,100079.5703125,91.261474609375,-5.84819602966309,1.5494749546051
"46672",-123.82714437135,47.82969609029,0.0105040855705738,272.237487792969,90929.5703125,62.5271072387695,-6.05229759216309,0.837560892105103
"46673",-123.404239390042,47.8939808699486,0.0105040855705738,277.209167480469,89854.5703125,69.5896072387695,-6.05034446716309,0.852209329605103
"46674",-122.980265676881,47.9566552121457,0.0105040855705738,272.790222167969,90829.5703125,64.7614822387695,-6.25542259216309,0.138342142105103
"46676",-122.12920560764,48.077147735517,0.00269158557057381,283.340026855469,100779.5703125,76.566162109375,-6.44975852966309,-0.551110982894897
"46677",-121.702166984611,48.1349538455629,0.00269158557057381,281.388854980469,95742.0703125,74.823974609375,-6.63237571716309,-1.2015016078949
"46678",-121.274155083749,48.1911253801227,0.00269158557057381,279.487487792969,89067.0703125,76.128662109375,-6.77300071716309,-1.7640016078949
"46679",-120.845194700551,48.2456566662846,0.00269158557057381,271.301940917969,84004.5703125,59.1052322387695,-6.77690696716309,-1.7493531703949
"46680",-120.415310990085,48.2985421798824,0.00269158557057381,269.922058105469,84904.5703125,43.3552322387695,-6.97710227966309,-2.1097047328949
"46681",-119.984529459808,48.3497765474833,0.00269158557057381,269.727722167969,88242.0703125,39.3630447387695,-6.96636009216309,-1.8811891078949
"46682",-119.552875962068,48.3993545483356,0.00269158557057381,273.507995605469,91567.0703125,38.9880447387695,-7.22905540466309,-2.2776734828949
"46683",-119.120376686288,48.4472711162727,0.00269158557057381,273.027526855469,90629.5703125,36.2458572387695,-7.42534446716309,-2.4397828578949
"46684",-118.68705815084,48.493521341574,0.00269158557057381,272.482604980469,88317.0703125,43.0974197387695,-7.43120384216309,-2.4251344203949
"46685",-118.25294719461,48.5381004727792,0.00269158557057381,276.071472167969,89867.0703125,49.0583572387695,-7.70757102966309,-2.5872437953949
"46686",-117.818070968264,48.5810039184551,0.00269158557057381,276.071472167969,90767.0703125,49.0583572387695,-7.60014915466309,-2.4593141078949
"46687",-117.382456925217,48.622227248913,0.00269158557057381,277.373229980469,89967.0703125,53.4489822387695,-8.03276634216309,-2.7786500453949
"46688",-116.946132812313,48.6617661978752,0.00269158557057381,276.367370605469,87842.0703125,52.2614822387695,-7.93511009216309,-2.6419312953949
"46689",-116.509126660216,48.6996166640882,0.00269158557057381,277.099792480469,88054.5703125,56.7146072387695,-8.19487571716309,-2.8557984828949
"46690",-116.071466773538,48.735774712883,0.00269158557057381,277.639831542969,87679.5703125,59.0114822387695,-8.21050071716309,-2.9388062953949
"46691",-115.633181720685,48.770236577678,0.0105040855705738,275.828308105469,86629.5703125,51.8942947387695,-8.25053977966309,-2.9456422328949
"46692",-115.194300323449,48.802998661426,0.166754096746445,276.246276855469,86529.5703125,53.5739822387695,-5.08745384216309,1.7926390171051
"46693",-114.754851646353,48.8340575380015,0.0886290818452835,275.484558105469,85129.5703125,51.3239822387695,-5.16362571716309,1.6119749546051
"46694",-114.314864985743,48.8634099535285,0.0651915818452835,275.952331542969,84917.0703125,53.7146072387695,-5.33843040466309,1.9186155796051
"46695",-113.874369858656,48.8910528276463,0.0183165855705738,273.743347167969,82379.5703125,49.7849197387695,-5.63921165466309,2.0533812046051
"46696",-113.433395991463,48.9169832547134,0.0105040855705738,273.743347167969,83742.0703125,49.7849197387695,-5.63530540466309,2.0621702671051
"46697",-112.991973308298,48.9411985049459,0.00269158557057381,275.947448730469,86517.0703125,43.8708572387695,-5.85014915466309,2.1266233921051
"46698",-112.550131919283,48.9636960254923,0.00269158557057381,276.386901855469,87392.0703125,40.3239822387695,-5.90190696716309,2.1402952671051
"46699",-112.107902108566,48.9844734414408,0.00269158557057381,276.386901855469,88417.0703125,40.3239822387695,-5.89604759216309,2.1520140171051
"46721",-102.343243267386,49.0038798714454,0.455816596746445,284.171081542969,93617.0703125,42.7927322387695,-5.81011009216309,1.4977171421051
"46722",-101.900648863033,48.984858064919,0.135504096746445,284.171081542969,94192.0703125,42.7927322387695,-5.71538352966309,1.1539671421051
"46723",-101.458411844378,48.9641139170867,0.205816596746445,286.149597167969,94779.5703125,51.0739822387695,-5.59233665466309,0.903967142105103
"46724",-101.016562660462,48.9416496205138,1.11987900733948,287.090026855469,94767.0703125,54.8942947387695,-5.47319602966309,0.519201517105103
"46725",-100.57513159868,48.9174675466635,1.61987900733948,287.090026855469,94417.0703125,54.8942947387695,-5.52495384216309,0.557287454605103
"46726",-100.134148772631,48.8915702449573,7.5651912689209,287.327331542969,93592.0703125,55.3005447387695,-5.20464134216309,0.148107767105103
"46727",-99.6936441101562,48.8639604417692,2.85425424575806,287.222839355469,94067.0703125,55.2146072387695,-4.84819602966309,-0.0950562953948975
"46728",-99.2536473415578,48.8346410393528,2.17456674575806,288.299987792969,94754.5703125,60.7927322387695,-4.84917259216309,-0.0843141078948975
"46729",-98.814187988028,48.8036151147026,0.768316566944122,288.463073730469,94754.5703125,60.9724197387695,-4.47905540466309,-0.257165670394897
"46730",-98.3752953502856,48.7708859183529,0.455816596746445,288.843933105469,94767.0703125,63.5896072387695,-4.50053977966309,0.0533812046051025
"46731",-97.9369984974365,48.7364568731124,0.205816596746445,288.904479980469,95667.0703125,62.9880447387695,-3.98882102966309,-0.434900045394897
"46732",-97.4993262560675,48.7003315727377,0.573004126548767,289.763854980469,97067.0703125,66.4099197387695,-3.42143797874451,-0.611657857894897
"46733",-97.0623071995813,48.6625137805471,1.41675412654877,289.910339355469,97104.5703125,68.8161697387695,-3.57671141624451,-0.365564107894897
"46734",-96.6259696377838,48.6230074279751,2.20581650733948,289.988464355469,97129.5703125,69.3005447387695,-3.02885985374451,-0.728845357894897
